,CaseID,W1_Q1,W1_Q2,W1_Q3,W1_Q4,W1_Q5,W1_Q6,W1_Q7,W1_Q8a,W1_Q8b,W2_Q16,ppage,ppeducat,ppethm,ppgender,ppincimp,ppstaten,Party_ID,Ideology,Panel_Tenure_Months,OCC_GA,OCC_WA,OCC_NU,OCC_CC,OCC_JA,OCC_CO,OCC_FA,OCC_RS,OCC_DR,OCC_CP,OCC_TE,FB09,fisexp1,fisexp2,censusgroup
10240,1033.0,Once in a while,Fair,Once in a while,Be reduced a little,80.0,80.0,80.0,80.0,,Be reduced a little,28.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$12,500 to $14,999",ca,Strong Republican,Conservative,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
10250,1034.0,Once in a while,Fair,About half the time,Remain the same as it is,40.0,50.0,60.0,80.0,,Remain the same as it is,67.0,Some college,"White, Non-Hispanic",Female,"$10,000 to $12,499",mn,Strong Democrat,Liberal,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39795357,1.0,1.0,Few Immigrants
10260,1035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Not Hispanic"
10270,1036.0,Never,Fair,Once in a while,Be reduced a lot,20.0,10.0,50.0,100.0,,Be reduced a lot,56.0,High school,"White, Non-Hispanic",Female,"$50,000 to $59,999",mi,Not Strong Democrat,"Moderate, middle of the road",72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116839,1.0,1.0,Few Immigrants
10280,1037.0,Once in a while,Very poor,Never,Be increased a little,70.0,70.0,70.0,70.0,,Remain the same as it is,60.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$40,000 to $49,999",fl,Leans Democrat,"Moderate, middle of the road",87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
10290,1038.0,Once in a while,Good,Most of the time,Be reduced a lot,50.0,50.0,50.0,50.0,,Be increased a little,75.0,Some college,"White, Non-Hispanic",Female,"$30,000 to $34,999",tn,Strong Democrat,Liberal,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078348786,1.0,1.0,Few Immigrants
10300,1039.0,Once in a while,Fair,About half the time,Be reduced a little,50.0,40.0,40.0,,95.0,Be reduced a little,52.0,High school,"Black, Non-Hispanic",Male,"$30,000 to $34,999",ca,Not Strong Democrat,"Moderate, middle of the road",18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,"Many Immigrants, Majority Hispanic"
10310,1040.0,Once in a while,Fair,About half the time,Remain the same as it is,60.0,80.0,80.0,90.0,,Remain the same as it is,40.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$100,000 to $124,999",md,Leans Republican,Conservative,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12541616,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
10320,1041.0,Never,Poor,Never,Be reduced a lot,50.0,50.0,50.0,50.0,,Remain the same as it is,65.0,High school,"White, Non-Hispanic",Male,"$12,500 to $14,999",oh,Strong Republican,"Moderate, middle of the road",82.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
10330,1042.0,Once in a while,Good,About half the time,Remain the same as it is,70.0,60.0,80.0,70.0,,Be increased a little,69.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$150,000 to $174,999",ky,Strong Democrat,Liberal,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12541616,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
10340,1043.0,Never,Fair,Never,Remain the same as it is,50.0,20.0,20.0,,50.0,Be increased a little,57.0,Less than high school,"Black, Non-Hispanic",Female,"$10,000 to $12,499",nc,Strong Democrat,"Moderate, middle of the road",21.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
10350,1044.0,Once in a while,Good,Once in a while,Remain the same as it is,50.0,50.0,50.0,,50.0,Remain the same as it is,22.0,Less than high school,"Black, Non-Hispanic",Male,"$30,000 to $34,999",il,Strong Democrat,"Moderate, middle of the road",20.0,,,,,,,,,,,,,1.0,1.0,"Many Immigrants, Majority Hispanic"
10360,1045.0,Once in a while,Excellent,Once in a while,Be reduced a lot,30.0,5.0,50.0,50.0,,Be reduced a lot,75.0,Bachelor's degree or higher,"Other, Non-Hispanic",Male,"$40,000 to $49,999",tx,Strong Republican,Extremely conservative,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12709278,1.0,1.0,Few Immigrants
10370,1046.0,Never,Fair,Never,Be reduced a lot,50.0,25.0,65.0,75.0,,Be reduced a lot,70.0,High school,"White, Non-Hispanic",Female,"$60,000 to $74,999",ma,Leans Republican,Conservative,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139584,2.0,2.0,
10380,1047.0,About half the time,Good,Once in a while,Remain the same as it is,80.0,70.0,90.0,,80.0,Remain the same as it is,19.0,Some college,"Black, Non-Hispanic",Male,"$85,000 to $99,999",mi,Leans Democrat,"Moderate, middle of the road",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
10390,1048.0,Once in a while,Good,Once in a while,Remain the same as it is,50.0,25.0,50.0,50.0,,Remain the same as it is,70.0,High school,"White, Non-Hispanic",Male,"$50,000 to $59,999",mi,Strong Democrat,"Moderate, middle of the road",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16853262,1.0,1.0,
10400,1049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
10410,1050.0,Once in a while,Fair,Most of the time,Be reduced a lot,75.0,50.0,50.0,,60.0,Be reduced a lot,62.0,High school,"Black, Non-Hispanic",Female,"$10,000 to $12,499",ga,Strong Democrat,"Moderate, middle of the road",26.0,,,,,,,,,,,,,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
10420,1051.0,Once in a while,Very poor,Never,Be reduced a little,20.0,5.0,15.0,85.0,,Be reduced a lot,35.0,High school,"White, Non-Hispanic",Male,"$60,000 to $74,999",il,Strong Republican,"Moderate, middle of the road",31.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
10430,1052.0,Once in a while,Poor,Once in a while,Be reduced a lot,50.0,50.0,50.0,50.0,,Be reduced a lot,48.0,High school,"White, Non-Hispanic",Male,"$60,000 to $74,999",pa,Leans Democrat,Conservative,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2089776,1.0,1.0,Few Immigrants
10440,1053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
10450,1054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
10460,1055.0,Never,Fair,Never,Be increased a little,40.0,50.0,50.0,,60.0,Be increased a little,58.0,High school,"Black, Non-Hispanic",Male,"$40,000 to $49,999",al,Not Strong Democrat,Conservative,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13372669,1.0,1.0,Few Immigrants
10470,1056.0,Most of the time,Poor,Once in a while,Be reduced a lot,65.0,50.0,75.0,85.0,,Be reduced a lot,74.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$85,000 to $99,999",nc,Leans Republican,Extremely conservative,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15763871,1.0,1.0,Few Immigrants
10480,1057.0,Once in a while,Fair,About half the time,Remain the same as it is,20.0,40.0,20.0,80.0,,Remain the same as it is,47.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$175,000 or more",ny,Strong Republican,Conservative,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,2.0,2.0,Few Immigrants
10490,1058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
10500,1059.0,Never,Very poor,Never,Remain the same as it is,50.0,50.0,50.0,50.0,,Be reduced a little,72.0,Less than high school,"White, Non-Hispanic",Male,"$12,500 to $14,999",tn,Undecided/Independent/Other,"Moderate, middle of the road",56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1325904,1.0,1.0,Few Immigrants
10510,1060.0,Never,Fair,Most of the time,Be reduced a lot,10.0,1.0,5.0,100.0,,Be reduced a little,44.0,Less than high school,"White, Non-Hispanic",Male,"$15,000 to $19,999",ca,Leans Republican,"Moderate, middle of the road",40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13734278,1.0,2.0,"Many Immigrants, Majority Hispanic"
10520,1061.0,Once in a while,Very poor,Once in a while,Be reduced a lot,50.0,75.0,50.0,50.0,,Remain the same as it is,41.0,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Male,"$125,000 to $149,999",ca,Leans Democrat,Refused,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09350198,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
10530,1062.0,Once in a while,Fair,Once in a while,Be reduced a little,40.0,20.0,20.0,60.0,,Be reduced a little,24.0,Some college,"White, Non-Hispanic",Male,"$50,000 to $59,999",pa,Strong Republican,Conservative,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047080446,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
10540,1063.0,Never,Very poor,About half the time,Remain the same as it is,50.0,50.0,50.0,70.0,,Be reduced a lot,57.0,Less than high school,"White, Non-Hispanic",Male,"$50,000 to $59,999",in,Strong Democrat,Liberal,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040401127,1.0,1.0,Few Immigrants
10550,1064.0,Never,Very poor,Once in a while,Be reduced a little,40.0,42.0,40.0,90.0,,Remain the same as it is,26.0,High school,"White, Non-Hispanic",Female,"$40,000 to $49,999",or,Undecided/Independent/Other,"Moderate, middle of the road",28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
10560,1065.0,Once in a while,Fair,Once in a while,Remain the same as it is,100.0,100.0,100.0,80.0,,Remain the same as it is,33.0,High school,"White, Non-Hispanic",Female,"$35,000 to $39,999",pa,Strong Democrat,Slightly liberal,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
10570,1066.0,Once in a while,Fair,Once in a while,Be reduced a little,100.0,,100.0,100.0,,Be reduced a little,66.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$100,000 to $124,999",ky,Strong Republican,Conservative,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078348786,1.0,1.0,Few Immigrants
10580,1067.0,Once in a while,Good,Once in a while,Be reduced a lot,0.0,0.0,75.0,,100.0,Be reduced a lot,21.0,High school,"Black, Non-Hispanic",Male,"$30,000 to $34,999",fl,Not Strong Democrat,Liberal,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13005003,1.0,2.0,"Many Immigrants, Majority Hispanic"
10590,1068.0,Never,Poor,Once in a while,Be reduced a lot,25.0,25.0,25.0,40.0,,Be reduced a lot,59.0,Some college,"White, Non-Hispanic",Male,"$100,000 to $124,999",mn,Strong Republican,Conservative,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124495275,1.0,1.0,Few Immigrants
10600,1069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Not Hispanic"
10610,1070.0,Never,Poor,Never,Be reduced a little,75.0,75.0,100.0,75.0,,Be reduced a little,44.0,Bachelor's degree or higher,Hispanic,Female,"$100,000 to $124,999",ca,Leans Republican,Slightly liberal,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07049426,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
10620,1071.0,Once in a while,Fair,Once in a while,Be reduced a little,49.0,,75.0,80.0,,Be reduced a lot,74.0,High school,"White, Non-Hispanic",Female,"$30,000 to $34,999",pa,Strong Republican,Conservative,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.139584,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
10630,1072.0,Once in a while,Good,Once in a while,Be reduced a lot,5.0,20.0,40.0,60.0,,Be reduced a lot,18.0,Less than high school,"White, Non-Hispanic",Male,"$60,000 to $74,999",in,Strong Republican,Conservative,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
10640,1073.0,Once in a while,Good,Once in a while,Be reduced a little,45.0,45.0,45.0,50.0,,Be increased a lot,65.0,Some college,"White, Non-Hispanic",Male,"$40,000 to $49,999",ma,Not Strong Democrat,Slightly liberal,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14449827,2.0,2.0,
10650,1074.0,Never,Very poor,Once in a while,Be reduced a little,50.0,25.0,50.0,100.0,,Be increased a lot,55.0,High school,"White, Non-Hispanic",Female,"$25,000 to $29,999",mi,Not Strong Democrat,"Moderate, middle of the road",33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2089776,1.0,1.0,Few Immigrants
10660,1075.0,Once in a while,Very poor,About half the time,Remain the same as it is,,,,,,Remain the same as it is,62.0,High school,"White, Non-Hispanic",Female,"$12,500 to $14,999",oh,Leans Republican,"Moderate, middle of the road",30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
10670,1076.0,Never,Fair,Never,Remain the same as it is,100.0,60.0,60.0,100.0,,Be reduced a lot,57.0,High school,"White, Non-Hispanic",Female,"$30,000 to $34,999",me,Strong Republican,Conservative,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19315107,1.0,1.0,
10680,1077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Not Hispanic"
10690,1078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
10700,1079.0,Once in a while,Poor,Once in a while,Remain the same as it is,80.0,100.0,80.0,80.0,,Remain the same as it is,41.0,High school,Hispanic,Male,"$40,000 to $49,999",ca,Not Strong Democrat,"Moderate, middle of the road",18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058380287,1.0,2.0,"Many Immigrants, Majority Hispanic"
10710,1080.0,Once in a while,Good,Once in a while,Be reduced a lot,25.0,20.0,20.0,25.0,,Remain the same as it is,52.0,Some college,"White, Non-Hispanic",Male,"Less than $5,000",mt,Leans Democrat,"Moderate, middle of the road",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19315107,1.0,1.0,Few Immigrants
10720,1081.0,Once in a while,Fair,Once in a while,Be reduced a lot,20.0,30.0,80.0,70.0,,Be reduced a lot,53.0,Some college,"White, Non-Hispanic",Male,"$60,000 to $74,999",mo,Leans Republican,Slightly conservative,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
10730,1082.0,Never,Fair,Once in a while,Be reduced a lot,10.0,0.0,50.0,75.0,,Be reduced a lot,33.0,Some college,"White, Non-Hispanic",Male,"$85,000 to $99,999",wi,Strong Republican,Extremely conservative,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087796465,1.0,1.0,Few Immigrants
10740,1083.0,Never,Fair,Once in a while,Remain the same as it is,100.0,100.0,100.0,100.0,,Remain the same as it is,49.0,Some college,"White, Non-Hispanic",Female,"$85,000 to $99,999",oh,Leans Democrat,Slightly conservative,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18242587,1.0,1.0,Few Immigrants
10750,1084.0,Never,,Once in a while,Remain the same as it is,55.0,65.0,75.0,65.0,,Be increased a lot,64.0,High school,"White, Non-Hispanic",Male,"$20,000 to $24,999",mo,Strong Republican,Conservative,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
10760,1085.0,Never,Poor,Never,Be reduced a lot,20.0,20.0,40.0,99.0,,Be reduced a lot,58.0,Less than high school,"White, Non-Hispanic",Male,"$10,000 to $12,499",wv,Not Strong Democrat,"Moderate, middle of the road",82.0,,,,,,,,,,,,,1.0,1.0,
10770,1086.0,Once in a while,Excellent,Once in a while,Be reduced a lot,60.0,0.0,5.0,40.0,,Be reduced a lot,49.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$30,000 to $34,999",pa,Undecided/Independent/Other,Refused,49.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
10780,1087.0,Once in a while,Good,Once in a while,Be reduced a lot,50.0,50.0,80.0,80.0,,Be reduced a lot,32.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$35,000 to $39,999",az,Not Strong Republican,Slightly conservative,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14417452,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
10790,1088.0,Once in a while,Fair,Once in a while,Remain the same as it is,50.0,50.0,50.0,98.0,,Be reduced a lot,44.0,Some college,"White, Non-Hispanic",Male,"$100,000 to $124,999",md,Strong Republican,Conservative,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2089776,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
10800,1089.0,Never,Very poor,Once in a while,Be reduced a lot,50.0,20.0,50.0,50.0,,Be reduced a lot,88.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$40,000 to $49,999",sc,Undecided/Independent/Other,"Moderate, middle of the road",76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15965223,1.0,1.0,Few Immigrants
10810,1090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
10820,1091.0,Once in a while,Poor,Once in a while,Be reduced a little,40.0,50.0,50.0,60.0,,Remain the same as it is,19.0,Some college,"White, Non-Hispanic",Female,"$85,000 to $99,999",nh,Leans Democrat,Liberal,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,
10830,1092.0,Once in a while,Excellent,About half the time,Be reduced a lot,25.0,0.0,30.0,100.0,,Be reduced a lot,39.0,Some college,"White, Non-Hispanic",Male,"$5,000 to $7,499",ga,Leans Democrat,"Moderate, middle of the road",42.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
10840,1093.0,Most of the time,Good,About half the time,Be reduced a little,50.0,50.0,75.0,80.0,,Be reduced a lot,53.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$150,000 to $174,999",mn,Leans Republican,"Moderate, middle of the road",41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10616197,1.0,1.0,Few Immigrants
10850,1094.0,About half the time,Good,About half the time,Be reduced a lot,50.0,50.0,50.0,100.0,,Be reduced a lot,18.0,Less than high school,"White, Non-Hispanic",Female,"$20,000 to $24,999",ca,Strong Democrat,"Moderate, middle of the road",4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18242587,1.0,2.0,"Many Immigrants, Majority Hispanic"
10860,1095.0,Once in a while,Fair,Once in a while,Be reduced a lot,0.0,0.0,0.0,100.0,,Be reduced a lot,43.0,Less than high school,"White, Non-Hispanic",Male,"$30,000 to $34,999",tn,Leans Republican,Slightly conservative,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29509923,1.0,1.0,Few Immigrants
10870,1097.0,Once in a while,Poor,About half the time,Be reduced a little,80.0,80.0,90.0,90.0,,Remain the same as it is,36.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$100,000 to $124,999",mi,Strong Republican,Conservative,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09350198,1.0,1.0,Few Immigrants
10880,1098.0,Never,Fair,Once in a while,Be reduced a lot,50.0,80.0,60.0,80.0,,Be reduced a lot,65.0,Less than high school,"White, Non-Hispanic",Male,"$7,500 to $9,999",nv,Leans Republican,Slightly liberal,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15763871,1.0,1.0,"Many Immigrants, Majority Hispanic"
10890,1099.0,About half the time,Fair,Once in a while,Be reduced a lot,80.0,40.0,80.0,80.0,,Be increased a little,51.0,Less than high school,Hispanic,Male,"$20,000 to $24,999",fl,Strong Democrat,Slightly liberal,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09646204,1.0,2.0,"Many Immigrants, Majority Hispanic"
10900,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Not Hispanic"
10910,1101.0,Never,Fair,Never,Be reduced a lot,50.0,5.0,50.0,100.0,,Be reduced a lot,55.0,High school,"White, Non-Hispanic",Male,"$100,000 to $124,999",pa,Leans Democrat,"Moderate, middle of the road",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15447928,1.0,1.0,Few Immigrants
10920,1102.0,Once in a while,Fair,Once in a while,Remain the same as it is,60.0,50.0,60.0,70.0,,Remain the same as it is,66.0,High school,"White, Non-Hispanic",Male,"$50,000 to $59,999",az,Not Strong Democrat,Conservative,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000452,1.0,1.0,
10930,1103.0,Never,Good,Once in a while,Be increased a little,50.0,50.0,50.0,50.0,,Remain the same as it is,19.0,High school,"White, Non-Hispanic",Female,"$50,000 to $59,999",mn,Leans Republican,"Moderate, middle of the road",52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,Few Immigrants
10940,1104.0,Never,Good,Once in a while,Be reduced a little,65.0,25.0,45.0,,75.0,Be reduced a little,47.0,High school,"Black, Non-Hispanic",Male,"$175,000 or more",ca,Strong Democrat,"Moderate, middle of the road",106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14417452,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
10950,1105.0,Never,Very poor,Never,Remain the same as it is,80.0,80.0,75.0,,90.0,Remain the same as it is,71.0,High school,"Black, Non-Hispanic",Female,"$40,000 to $49,999",ma,Not Strong Democrat,"Moderate, middle of the road",12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13556229,2.0,2.0,
10960,1106.0,About half the time,Good,Once in a while,Remain the same as it is,90.0,50.0,50.0,90.0,,Be reduced a lot,61.0,High school,"White, Non-Hispanic",Female,"$85,000 to $99,999",oh,Leans Republican,"Moderate, middle of the road",8.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
10970,1107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
10980,1108.0,Never,Very poor,Never,Remain the same as it is,0.0,20.0,20.0,0.0,,Be reduced a little,42.0,Less than high school,Hispanic,Female,"Less than $5,000",ca,Leans Republican,"Moderate, middle of the road",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,"Many Immigrants, Majority Hispanic"
10990,1109.0,Never,Very poor,Never,Be increased a little,50.0,50.0,50.0,50.0,,Remain the same as it is,44.0,Some college,Hispanic,Male,"$15,000 to $19,999",tx,Leans Republican,Slightly liberal,8.0,,,,,,,,,,,,,1.0,1.0,"Many Immigrants, Majority Hispanic"
11000,1110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
11010,1111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
11020,1112.0,Once in a while,Very poor,About half the time,Be reduced a lot,50.0,30.0,80.0,,100.0,Be reduced a lot,39.0,Bachelor's degree or higher,"Black, Non-Hispanic",Female,"$40,000 to $49,999",nc,Leans Democrat,Refused,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
11030,1114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
11040,1115.0,Once in a while,Poor,Once in a while,Be reduced a little,80.0,70.0,90.0,90.0,,Remain the same as it is,61.0,High school,"White, Non-Hispanic",Female,"$50,000 to $59,999",ny,Strong Republican,"Moderate, middle of the road",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494284,2.0,2.0,Few Immigrants
11050,1116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
11060,1117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
11070,1118.0,Once in a while,Poor,Once in a while,Be reduced a lot,50.0,40.0,50.0,65.0,,,44.0,High school,"White, Non-Hispanic",Female,"$15,000 to $19,999",ne,Not Strong Democrat,Refused,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09987621,1.0,1.0,Few Immigrants
11080,1119.0,Never,Poor,Never,Be reduced a little,50.0,70.0,70.0,70.0,,Remain the same as it is,68.0,High school,"White, Non-Hispanic",Female,"$20,000 to $24,999",oh,Strong Republican,Conservative,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18242587,1.0,1.0,Few Immigrants
